,year,date,lake_id,taxon,counted_dem?,dem,infect,count,eggs,counted_all?,fewer_10_hosts?,other_inf_sp,notes,parasite,parasite2,demography
540,2021,5/5/21,Deer,dla,yes,J,U,282,NA,no,no,dia,NA,uninfected,,juvenile
541,2021,5/5/21,Deer,dla,yes,M,U,38,NA,no,no,dia,NA,uninfected,,male
542,2021,5/12/21,Deer,dla,yes,A,U,62,20,no,no,NA,NA,uninfected,,adult
543,2021,5/12/21,Deer,dla,yes,J,U,274,NA,no,no,NA,NA,uninfected,,juvenile
544,2021,5/12/21,Deer,dla,yes,M,U,1,NA,no,no,NA,NA,uninfected,,male
545,2021,5/19/21,Deer,dla,yes,A,L,3,0,no,no,dia,lots diaphanosoma; some infected,larssonia,,adult
546,2021,5/19/21,Deer,dla,yes,A,U,79,85,no,no,dia,lots diaphanosoma; some infected,uninfected,,adult
547,2021,5/19/21,Deer,dla,yes,J,L,3,NA,no,no,dia,lots diaphanosoma; some infected,larssonia,,juvenile
548,2021,5/19/21,Deer,dla,yes,J,U,224,NA,no,no,dia,lots diaphanosoma; some infected,uninfected,,juvenile
549,2021,5/19/21,Deer,dla,yes,M,U,1,NA,no,no,dia,lots diaphanosoma; some infected,uninfected,,male
550,2021,5/26/21,Deer,dla,yes,A,U,1,6,yes,yes,NA,NA,uninfected,,adult
551,2021,5/26/21,Deer,dla,yes,J,U,3,NA,yes,yes,NA,NA,uninfected,,juvenile
561,2021,10/12/21,Deer,NA,NA,NA,NA,NA,NA,yes,yes,NA,all alonellids,NA,,check
553,2021,6/23/21,Deer,dla,yes,A,U,3,4,yes,no,NA,NA,uninfected,,adult
554,2021,6/23/21,Deer,dla,yes,J,U,3,NA,yes,no,NA,NA,uninfected,,juvenile
555,2021,7/13/21,Deer,dla,yes,A,U,1,9,yes,yes,NA,NA,uninfected,,adult
556,2021,8/4/21,Deer,dla,yes,A,U,8,5,yes,no,NA,NA,uninfected,,adult
557,2021,8/4/21,Deer,dla,yes,J,U,6,NA,yes,no,NA,NA,uninfected,,juvenile
562,2021,11/2/21,Deer,NA,NA,NA,NA,NA,NA,yes,yes,NA,lots bosmina & alona,NA,,check
559,2021,9/14/21,Deer,dia,no,NA,L,5,NA,no,no,NA,NA,larssonia,,check
560,2021,9/14/21,Deer,dia,no,NA,U,369,NA,no,no,NA,NA,uninfected,,check
618,2022,7/13/22,Deer,NA,NA,NA,NA,NA,NA,yes,yes,NA,ostracods only,NA,,check
623,2021,4/14/21,Herrick,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
563,2021,11/22/21,Deer,dam,yes,A,L,1,0,yes,no,NA,check to see if actually ambigua,larssonia,,adult
564,2021,11/22/21,Deer,dam,yes,A,U,7,20,yes,no,NA,check to see if actually ambigua,uninfected,,adult
565,2021,11/22/21,Deer,dam,yes,J,U,3,NA,yes,no,NA,check to see if actually ambigua,uninfected,,juvenile
566,2021,12/14/21,Deer,dam,yes,A,U,49,225,yes,no,NA,check to see if actually ambigua,uninfected,,adult
567,2021,12/14/21,Deer,dam,yes,J,U,118,NA,yes,no,NA,check to see if actually ambigua,uninfected,,juvenile
568,2021,12/14/21,Deer,dla,yes,J,U,1,NA,yes,no,NA,NA,uninfected,,juvenile
569,2022,1/5/22,Deer,dam,yes,A,L,16,32,no,no,NA,NA,larssonia,,adult
570,2022,1/5/22,Deer,dam,yes,A,U,107,387,no,no,NA,NA,uninfected,,adult
571,2022,1/5/22,Deer,dam,yes,J,U,284,NA,no,no,NA,NA,uninfected,,juvenile
572,2022,1/5/22,Deer,dam,yes,M,U,23,NA,no,no,NA,NA,uninfected,,male
573,2022,1/5/22,Deer,dla,yes,J,U,3,NA,no,no,NA,NA,uninfected,,juvenile
574,2022,1/27/22,Deer,dam,yes,A,L,4,0,no,no,NA,NA,larssonia,,adult
575,2022,1/27/22,Deer,dam,yes,A,U,58,4,no,no,NA,NA,uninfected,,adult
576,2022,1/27/22,Deer,dam,yes,E,U,11,NA,no,no,NA,NA,uninfected,,ephippial
577,2022,1/27/22,Deer,dam,yes,J,U,338,NA,no,no,NA,NA,uninfected,,juvenile
578,2022,1/27/22,Deer,dam,yes,M,U,24,NA,no,no,NA,NA,uninfected,,male
579,2022,2/18/22,Deer,dam,yes,A,L,8,0,no,no,NA,NA,larssonia,,adult
580,2022,2/18/22,Deer,dam,yes,A,U,76,125,no,no,NA,NA,uninfected,,adult
581,2022,2/18/22,Deer,dam,yes,E,U,3,NA,no,no,NA,NA,uninfected,,ephippial
582,2022,2/18/22,Deer,dam,yes,J,U,234,NA,no,no,NA,NA,uninfected,,juvenile
583,2022,2/18/22,Deer,dam,yes,M,U,9,NA,no,no,NA,NA,uninfected,,male
584,2022,3/7/22,Deer,dam,yes,A,L,31,25,no,no,NA,NA,larssonia,,adult
585,2022,3/7/22,Deer,dam,yes,A,U,165,363,no,no,NA,NA,uninfected,,adult
586,2022,3/7/22,Deer,dam,yes,J,L,2,NA,no,no,NA,NA,larssonia,,juvenile
587,2022,3/7/22,Deer,dam,yes,J,U,152,NA,no,no,NA,NA,uninfected,,juvenile
588,2022,3/28/22,Deer,dam,yes,A,L,48,4,no,no,NA,NA,larssonia,,adult
589,2022,3/28/22,Deer,dam,yes,A,U,163,73,no,no,NA,NA,uninfected,,adult
590,2022,3/28/22,Deer,dam,yes,E,U,16,NA,no,no,NA,NA,uninfected,,ephippial
591,2022,3/28/22,Deer,dam,yes,J,U,202,NA,no,no,NA,NA,uninfected,,juvenile
592,2022,3/28/22,Deer,dam,yes,M,U,5,NA,no,no,NA,NA,uninfected,,male
593,2022,3/28/22,Deer,dla,yes,A,L,1,0,no,no,NA,NA,larssonia,,adult
594,2022,3/28/22,Deer,dla,yes,A,U,12,25,no,no,NA,NA,uninfected,,adult
595,2022,3/28/22,Deer,dla,yes,J,U,33,NA,no,no,NA,NA,uninfected,,juvenile
596,2022,4/21/22,Deer,dam,yes,A,U,14,0,no,no,NA,NA,uninfected,,adult
597,2022,4/21/22,Deer,dam,yes,J,U,5,NA,no,no,NA,NA,uninfected,,juvenile
624,2021,8/4/21,Herrick,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
599,2022,4/21/22,Deer,dla,yes,A,L,12,1,no,no,NA,NA,larssonia,,adult
600,2022,4/21/22,Deer,dla,yes,A,B,32,9,no,no,NA,NA,brood,,adult
601,2022,4/21/22,Deer,dla,yes,A,U,69,54,no,no,NA,NA,uninfected,,adult
602,2022,4/21/22,Deer,dla,yes,E,U,12,NA,no,no,NA,NA,uninfected,,ephippial
603,2022,4/21/22,Deer,dla,yes,J,U,215,NA,no,no,NA,NA,uninfected,,juvenile
604,2022,4/21/22,Deer,dla,yes,M,U,11,NA,no,no,NA,NA,uninfected,,male
625,2022,1/5/22,Herrick,NA,NA,NA,NA,NA,NA,yes,yes,NA,only copepods,NA,,check
606,2022,5/11/22,Deer,dla,yes,A,B,14,15,no,no,NA,NA,brood,,adult
607,2022,5/11/22,Deer,dla,yes,A,L,15,0,no,no,NA,NA,larssonia,,adult
608,2022,5/11/22,Deer,dla,yes,A,U,106,378,no,no,NA,NA,uninfected,,adult
609,2022,5/11/22,Deer,dla,yes,E,U,34,NA,no,no,NA,NA,uninfected,,ephippial
610,2022,5/11/22,Deer,dla,yes,J,L,1,NA,no,no,NA,NA,larssonia,,juvenile
611,2022,5/11/22,Deer,dla,yes,J,U,152,NA,no,no,NA,NA,uninfected,,juvenile
612,2022,5/11/22,Deer,dla,yes,M,U,1,NA,no,no,NA,NA,uninfected,,male
613,2022,6/3/22,Deer,dla,yes,A,B,12,2,no,no,NA,NA,brood,,adult
614,2022,6/3/22,Deer,dla,yes,A,U,259,197,no,no,NA,NA,uninfected,,adult
615,2022,6/3/22,Deer,dla,yes,J,U,92,NA,no,no,NA,NA,uninfected,,juvenile
616,2022,6/22/22,Deer,dla,yes,A,U,16,10,yes,no,NA,NA,uninfected,,adult
617,2022,6/22/22,Deer,dla,yes,J,U,171,NA,yes,no,NA,NA,uninfected,,juvenile
639,2022,5/31/22,Herrick,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
619,2022,8/5/22,Deer,bos,no,NA,U,3,NA,yes,no,NA,NA,uninfected,,check
620,2022,8/5/22,Deer,dam,yes,A,U,8,11,yes,no,NA,NA,uninfected,,adult
621,2022,8/5/22,Deer,dam,yes,J,U,9,NA,yes,no,NA,NA,uninfected,,juvenile
622,2022,8/5/22,Deer,dia,no,NA,U,2,NA,yes,no,NA,NA,uninfected,,check
648,2022,8/5/22,Herrick,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
687,2021,4/14/21,NN1,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
688,2021,4/21/21,NN1,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
626,2022,2/18/22,Herrick,dam,yes,A,U,1,3,yes,yes,NA,NA,uninfected,,adult
627,2022,2/18/22,Herrick,dam,yes,J,U,2,NA,yes,yes,NA,NA,uninfected,,juvenile
628,2022,3/7/22,Herrick,dam,yes,A,U,1,0,yes,yes,NA,NA,uninfected,,adult
629,2022,3/7/22,Herrick,dam,yes,J,U,3,NA,yes,yes,NA,NA,uninfected,,juvenile
630,2022,3/7/22,Herrick,dpa,yes,A,U,2,15,yes,yes,NA,NA,uninfected,,adult
631,2022,3/7/22,Herrick,dpa,yes,J,U,2,NA,yes,yes,NA,NA,uninfected,,juvenile
632,2022,3/28/22,Herrick,dam,yes,A,U,5,26,yes,no,NA,NA,uninfected,,adult
633,2022,3/28/22,Herrick,dam,yes,J,U,8,NA,yes,no,NA,NA,uninfected,,juvenile
634,2022,3/28/22,Herrick,dpa,yes,A,U,2,6,yes,no,NA,NA,uninfected,,adult
635,2022,3/28/22,Herrick,dpa,yes,J,U,4,NA,yes,no,NA,NA,uninfected,,juvenile
636,2022,4/21/22,Herrick,cer,no,NA,U,2,NA,yes,yes,NA,NA,uninfected,,check
637,2022,4/21/22,Herrick,dam,yes,J,U,1,NA,yes,yes,NA,NA,uninfected,,juvenile
638,2022,4/21/22,Herrick,dia,no,NA,U,1,NA,yes,yes,NA,NA,uninfected,,check
721,2021,8/4/21,NN3,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
640,2022,6/20/22,Herrick,bos,no,NA,U,1,NA,yes,no,NA,NA,uninfected,,check
641,2022,6/20/22,Herrick,cer,no,NA,U,17,NA,yes,no,NA,NA,uninfected,,check
642,2022,6/20/22,Herrick,dam,yes,A,U,1,0,yes,no,NA,NA,uninfected,,adult
643,2022,6/20/22,Herrick,dam,yes,J,U,2,NA,yes,no,NA,NA,uninfected,,juvenile
644,2022,6/20/22,Herrick,dpa,yes,A,U,2,0,yes,no,NA,NA,uninfected,,adult
645,2022,6/20/22,Herrick,dpa,yes,J,U,4,NA,yes,no,NA,NA,uninfected,,juvenile
646,2022,7/15/22,Herrick,dam,yes,A,U,1,NA,yes,yes,NA,NA,uninfected,,adult
647,2022,7/15/22,Herrick,dam,yes,J,U,1,NA,yes,yes,NA,NA,uninfected,,juvenile
741,2022,3/7/22,NN3,NA,NA,NA,NA,NA,NA,yes,no,NA,no hosts,NA,,check
649,2022,4/8/22,Memorial,cer,no,NA,U,1,NA,no,no,NA,NA,uninfected,,check
650,2022,4/8/22,Memorial,dia,no,NA,U,9,NA,no,no,NA,NA,uninfected,,check
651,2022,4/8/22,Memorial,dpa,yes,A,U,112,152,no,no,NA,NA,uninfected,,adult
652,2022,4/8/22,Memorial,dpa,yes,J,U,251,NA,no,no,NA,NA,uninfected,,juvenile
653,2022,4/27/22,Memorial,cer,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
654,2022,4/27/22,Memorial,cer,no,NA,U,16,NA,no,no,NA,NA,uninfected,,check
655,2022,4/27/22,Memorial,dpa,yes,A,L,2,0,no,no,NA,NA,larssonia,,adult
656,2022,4/27/22,Memorial,dpa,yes,A,G,21,1,no,no,NA,NA,gurleya,,adult
657,2022,4/27/22,Memorial,dpa,yes,A,U,111,21,no,no,NA,NA,uninfected,,adult
658,2022,4/27/22,Memorial,dpa,yes,J,U,267,NA,no,no,NA,NA,uninfected,,juvenile
659,2022,4/27/22,Memorial,dpa,yes,M,U,4,NA,no,no,NA,NA,uninfected,,male
660,2022,5/31/22,Memorial,cer,no,NA,L,2,NA,no,no,NA,NA,larssonia,,check
661,2022,5/31/22,Memorial,cer,no,NA,U,350,NA,no,no,NA,NA,uninfected,,check
662,2022,5/31/22,Memorial,dia,no,NA,U,8,NA,no,no,NA,NA,uninfected,,check
663,2022,5/31/22,Memorial,dpa,yes,A,U,18,26,no,no,NA,NA,uninfected,,adult
664,2022,5/31/22,Memorial,dpa,yes,J,U,15,NA,no,no,NA,NA,uninfected,,juvenile
665,2022,6/20/22,Memorial,bos,no,NA,U,52,NA,no,no,NA,NA,uninfected,,check
666,2022,6/20/22,Memorial,cer,no,NA,L,3,NA,no,no,NA,NA,larssonia,,check
667,2022,6/20/22,Memorial,cer,no,NA,U,441,NA,no,no,NA,NA,uninfected,,check
668,2022,6/20/22,Memorial,dia,no,NA,L,1,NA,no,no,NA,NA,larssonia,,check
669,2022,6/20/22,Memorial,dia,no,NA,U,15,NA,no,no,NA,NA,uninfected,,check
670,2022,6/20/22,Memorial,dpa,yes,A,G,1,0,no,no,NA,NA,gurleya,,adult
671,2022,6/20/22,Memorial,dpa,yes,A,L,4,0,no,no,NA,NA,larssonia,,adult
672,2022,6/20/22,Memorial,dpa,yes,A,U,76,20,no,no,NA,NA,uninfected,,adult
673,2022,6/20/22,Memorial,dpa,yes,J,U,85,NA,no,no,NA,NA,uninfected,,juvenile
674,2022,7/15/22,Memorial,bos,no,NA,C,1,NA,no,no,NA,NA,chytrid,,check
675,2022,7/15/22,Memorial,bos,no,NA,U,32,NA,no,no,NA,NA,uninfected,,check
676,2022,7/15/22,Memorial,cer,no,NA,L,40,NA,no,no,NA,NA,larssonia,,check
677,2022,7/15/22,Memorial,cer,no,NA,U,438,NA,no,no,NA,NA,uninfected,,check
678,2022,7/15/22,Memorial,dia,no,NA,U,37,NA,no,no,NA,NA,uninfected,,check
679,2022,7/15/22,Memorial,dpa,yes,A,U,57,40,no,no,NA,NA,uninfected,,adult
680,2022,7/15/22,Memorial,dpa,yes,J,U,51,NA,no,no,NA,NA,uninfected,,juvenile
681,2022,8/9/22,Memorial,bos,no,NA,U,2,NA,yes,no,NA,NA,uninfected,,check
682,2022,8/9/22,Memorial,cer,no,NA,L,13,NA,yes,no,NA,NA,larssonia,,check
683,2022,8/9/22,Memorial,cer,no,NA,U,96,NA,yes,no,NA,NA,uninfected,,check
684,2022,8/9/22,Memorial,dia,no,NA,U,32,NA,yes,no,NA,NA,uninfected,,check
685,2022,8/9/22,Memorial,dpa,yes,A,U,9,12,yes,no,NA,NA,uninfected,,adult
686,2022,8/9/22,Memorial,dpa,yes,J,U,6,NA,yes,no,NA,NA,uninfected,,juvenile
760,2022,7/13/22,NN3,NA,NA,NA,NA,NA,NA,yes,yes,NA,no cladocerans,NA,,check
812,2022,3/7/22,Parvo,NA,NA,NA,NA,NA,NA,yes,yes,NA,no cladocerans,NA,,check
689,2021,8/4/21,NN1,dla,yes,A,L,1,0,yes,no,NA,L in head,larssonia,,adult
690,2021,8/4/21,NN1,dla,yes,A,U,4,3,yes,no,NA,NA,uninfected,,adult
691,2021,8/4/21,NN1,dla,yes,J,U,37,NA,yes,no,NA,NA,uninfected,,juvenile
692,2021,4/14/21,NN2,dam,yes,A,U,2,1,yes,no,NA,NA,uninfected,,adult
693,2021,4/14/21,NN2,dam,yes,J,U,6,NA,yes,no,NA,NA,uninfected,,juvenile
694,2021,4/14/21,NN2,dla,yes,A,U,1,0,yes,no,NA,NA,uninfected,,adult
695,2021,4/14/21,NN2,dla,yes,J,U,7,NA,yes,no,NA,NA,uninfected,,juvenile
696,2021,4/14/21,NN3,dla,yes,A,U,30,151,yes,no,NA,NA,uninfected,,adult
697,2021,4/14/21,NN3,dla,yes,E,U,7,NA,yes,no,NA,NA,uninfected,,ephippial
698,2021,4/14/21,NN3,dla,yes,J,U,86,NA,yes,no,NA,NA,uninfected,,juvenile
699,2021,4/14/21,NN3,dla,yes,M,U,11,NA,yes,no,NA,NA,uninfected,,male
700,2021,4/21/21,NN3,dam,yes,J,U,1,NA,yes,no,NA,NA,uninfected,,juvenile
701,2021,4/21/21,NN3,dla,yes,A,U,23,47,yes,no,NA,NA,uninfected,,adult
702,2021,4/21/21,NN3,dla,yes,J,U,109,NA,yes,no,NA,NA,uninfected,,juvenile
703,2021,4/28/21,NN3,dla,yes,A,U,23,102,yes,no,NA,NA,uninfected,,adult
704,2021,4/28/21,NN3,dla,yes,J,U,114,NA,yes,no,NA,NA,uninfected,,juvenile
705,2021,5/5/21,NN3,dla,yes,A,U,10,43,yes,no,NA,NA,uninfected,,adult
706,2021,5/5/21,NN3,dla,yes,J,U,23,NA,yes,no,NA,NA,uninfected,,juvenile
707,2021,5/19/21,NN3,dla,yes,A,U,7,30,yes,no,NA,lots chaoborus,uninfected,,adult
708,2021,5/19/21,NN3,dla,yes,J,U,5,NA,yes,no,NA,lots chaoborus,uninfected,,juvenile
709,2021,5/26/21,NN3,dla,yes,A,U,12,58,yes,no,NA,NA,uninfected,,adult
710,2021,5/26/21,NN3,dla,yes,J,U,35,NA,yes,no,NA,NA,uninfected,,juvenile
711,2021,6/2/21,NN3,dla,yes,A,U,5,17,yes,no,NA,NA,uninfected,,adult
712,2021,6/2/21,NN3,dla,yes,J,U,6,NA,yes,no,NA,NA,uninfected,,juvenile
713,2021,6/23/21,NN3,dla,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
714,2021,6/23/21,NN3,dla,yes,A,U,18,30,yes,no,NA,NA,uninfected,,adult
715,2021,6/23/21,NN3,dla,yes,J,U,81,NA,yes,no,NA,NA,uninfected,,juvenile
716,2021,7/13/21,NN3,dla,yes,A,U,1,2,yes,no,NA,NA,uninfected,,adult
717,2021,7/13/21,NN3,dla,yes,J,U,12,NA,yes,no,NA,NA,uninfected,,juvenile
718,2021,7/13/21,NN3,sim,yes,A,L,4,9,yes,no,NA,NA,larssonia,,adult
719,2021,7/13/21,NN3,sim,yes,A,U,17,7,yes,no,NA,NA,uninfected,,adult
720,2021,7/13/21,NN3,sim,yes,J,U,32,NA,yes,no,NA,NA,uninfected,,juvenile
832,2021,5/5/21,Sister 1,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA,,check
722,2021,8/26/21,NN3,dam,yes,A,U,1,2,yes,no,NA,NA,uninfected,,adult
723,2021,8/26/21,NN3,dla,yes,A,U,3,3,yes,no,NA,NA,uninfected,,adult
724,2021,8/26/21,NN3,dla,yes,J,U,1,NA,yes,no,NA,NA,uninfected,,juvenile
725,2021,8/26/21,NN3,sim,yes,A,U,1,0,yes,no,NA,NA,uninfected,,adult
726,2021,8/26/21,NN3,sim,yes,J,U,1,NA,yes,no,NA,NA,uninfected,,juvenile
727,2021,10/12/21,NN3,dam,yes,A,U,4,1,yes,no,NA,NA,uninfected,,adult
728,2021,10/12/21,NN3,dam,yes,J,U,3,NA,yes,no,NA,NA,uninfected,,juvenile
729,2021,10/12/21,NN3,sim,yes,A,U,9,4,yes,no,NA,NA,uninfected,,adult
730,2021,10/12/21,NN3,sim,yes,J,U,4,NA,yes,no,NA,NA,uninfected,,juvenile
731,2021,11/2/21,NN3,dla,yes,J,U,3,NA,yes,yes,NA,NA,uninfected,,juvenile
732,2021,11/22/21,NN3,dla,yes,J,U,2,NA,yes,yes,NA,NA,uninfected,,juvenile
733,2021,11/22/21,NN3,sim,yes,A,U,1,0,yes,yes,NA,NA,uninfected,,adult
734,2021,12/14/21,NN3,dla,yes,J,U,1,NA,yes,yes,NA,NA,uninfected,,juvenile
735,2021,12/14/21,NN3,dpa,yes,A,U,1,0,yes,yes,NA,NA,uninfected,,adult
736,2022,1/5/22,NN3,dla,yes,A,U,1,0,yes,yes,NA,NA,uninfected,,adult
737,2022,1/27/22,NN3,cer,no,NA,U,2,NA,yes,yes,NA,NA,uninfected,,check
738,2022,1/27/22,NN3,dla,yes,J,U,3,NA,yes,yes,NA,NA,uninfected,,juvenile
739,2022,2/18/22,NN3,dla,yes,J,U,1,NA,yes,yes,NA,NA,uninfected,,juvenile
740,2022,2/18/22,NN3,dpa,yes,J,U,1,NA,yes,yes,NA,NA,uninfected,,juvenile
959,2021,7/13/21,VIP,NA,NA,NA,NA,NA,NA,yes,yes,NA,only copepods,NA,,check
742,2022,3/28/22,NN3,dam,yes,A,L,1,0,yes,no,NA,NA,larssonia,,adult
743,2022,3/28/22,NN3,dam,yes,J,U,4,NA,yes,no,NA,NA,uninfected,,juvenile
744,2022,3/28/22,NN3,dla,yes,A,U,6,14,yes,no,NA,NA,uninfected,,adult
745,2022,3/28/22,NN3,dla,yes,J,U,27,NA,yes,no,NA,NA,uninfected,,juvenile
746,2022,4/21/22,NN3,dam,yes,A,L,1,2,yes,no,NA,NA,larssonia,,adult
747,2022,4/21/22,NN3,dam,yes,A,U,5,11,yes,no,NA,NA,uninfected,,adult
748,2022,4/21/22,NN3,dam,yes,J,U,4,NA,yes,no,NA,NA,uninfected,,juvenile
749,2022,4/21/22,NN3,dla,yes,A,U,1,8,yes,no,NA,NA,uninfected,,adult
750,2022,4/21/22,NN3,dla,yes,J,U,9,NA,yes,no,NA,NA,uninfected,,juvenile
751,2022,4/21/22,NN3,sim,no,J,U,3,NA,yes,no,NA,NA,uninfected,,juvenile
752,2022,5/31/22,NN3,dia,no,NA,U,7,NA,yes,no,NA,NA,uninfected,,check
753,2022,5/31/22,NN3,dla,yes,J,U,9,NA,yes,no,NA,NA,uninfected,,juvenile
754,2022,5/31/22,NN3,sim,yes,J,U,1,NA,yes,no,NA,NA,uninfected,,juvenile
755,2022,5/31/22,NN3,unk,no,NA,U,2,NA,yes,no,NA,"big cladoceran, unknown sp",uninfected,,check
756,2022,6/22/22,NN3,bos,no,NA,U,1,NA,yes,no,NA,NA,uninfected,,check
757,2022,6/22/22,NN3,dla,yes,A,U,29,101,yes,no,NA,NA,uninfected,,adult
758,2022,6/22/22,NN3,dla,yes,J,U,63,NA,yes,no,NA,NA,uninfected,,juvenile
759,2022,6/22/22,NN3,sim,yes,J,U,2,NA,yes,no,NA,NA,uninfected,,juvenile
961,2021,8/24/21,VIP,NA,NA,NA,NA,NA,NA,yes,yes,NA,NA,NA,,check
761,2022,8/5/22,NN3,sim,yes,J,U,3,NA,yes,yes,NA,NA,uninfected,,juvenile
762,2022,4/8/22,Oglethorpe,cer,no,NA,U,75,NA,no,no,NA,NA,uninfected,,check
763,2022,4/8/22,Oglethorpe,dam,yes,A,L,10,0,no,no,NA,NA,larssonia,,adult
764,2022,4/8/22,Oglethorpe,dam,yes,A,C,52,14,no,no,NA,NA,chytrid,,adult
765,2022,4/8/22,Oglethorpe,dam,yes,A,U,131,157,no,no,NA,NA,uninfected,,adult
766,2022,4/8/22,Oglethorpe,dam,yes,E,U,1,NA,no,no,NA,NA,uninfected,,ephippial
767,2022,4/8/22,Oglethorpe,dam,yes,J,C,5,NA,no,no,NA,NA,chytrid,,juvenile
768,2022,4/8/22,Oglethorpe,dam,yes,J,U,115,NA,no,no,NA,NA,uninfected,,juvenile
769,2022,4/8/22,Oglethorpe,dpa,yes,A,C,9,3,no,no,NA,NA,chytrid,,adult
770,2022,4/8/22,Oglethorpe,dpa,yes,A,U,32,85,no,no,NA,NA,uninfected,,adult
771,2022,4/8/22,Oglethorpe,dpa,yes,J,U,35,NA,no,no,NA,NA,uninfected,,juvenile
772,2022,4/27/22,Oglethorpe,cer,no,NA,U,15,NA,no,no,NA,NA,uninfected,,check
773,2022,4/27/22,Oglethorpe,dam,yes,A,G,12,0,no,no,NA,NA,gurleya,,adult
774,2022,4/27/22,Oglethorpe,dam,yes,A,L,13,0,no,no,NA,NA,larssonia,,adult
775,2022,4/27/22,Oglethorpe,dam,yes,A,U,96,97,no,no,NA,NA,uninfected,,adult
776,2022,4/27/22,Oglethorpe,dam,yes,E,U,2,NA,no,no,NA,NA,uninfected,,ephippial
777,2022,4/27/22,Oglethorpe,dam,yes,J,G,1,NA,no,no,NA,NA,gurleya,,juvenile
778,2022,4/27/22,Oglethorpe,dam,yes,J,U,200,NA,no,no,NA,NA,uninfected,,juvenile
779,2022,4/27/22,Oglethorpe,dpa,yes,A,L,3,0,no,no,NA,NA,larssonia,,adult
780,2022,4/27/22,Oglethorpe,dpa,yes,A,G,18,0,no,no,NA,NA,gurleya,,adult
781,2022,4/27/22,Oglethorpe,dpa,yes,A,U,49,39,no,no,NA,NA,uninfected,,adult
782,2022,4/27/22,Oglethorpe,dpa,yes,J,G,2,NA,no,no,NA,NA,gurleya,,juvenile
783,2022,4/27/22,Oglethorpe,dpa,yes,J,U,69,NA,no,no,NA,NA,uninfected,,juvenile
784,2022,5/25/22,Oglethorpe,cer,no,NA,U,48,NA,yes,no,NA,NA,uninfected,,check
785,2022,5/25/22,Oglethorpe,dam,yes,A,U,2,3,yes,no,NA,NA,uninfected,,adult
786,2022,5/25/22,Oglethorpe,dam,yes,J,U,13,NA,yes,no,NA,NA,uninfected,,juvenile
787,2022,5/25/22,Oglethorpe,dia,no,NA,U,2,NA,yes,no,NA,NA,uninfected,,check
788,2022,5/25/22,Oglethorpe,dpa,yes,A,U,1,3,yes,no,NA,NA,uninfected,,adult
789,2022,5/25/22,Oglethorpe,dpa,yes,J,U,5,NA,yes,no,NA,NA,uninfected,,juvenile
790,2022,6/20/22,Oglethorpe,bos,no,NA,U,15,NA,no,no,NA,NA,uninfected,,check
791,2022,6/20/22,Oglethorpe,cer,no,NA,U,264,NA,no,no,NA,NA,uninfected,,check
792,2022,6/20/22,Oglethorpe,dam,yes,A,L,6,0,no,no,NA,NA,larssonia,,adult
793,2022,6/20/22,Oglethorpe,dam,yes,A,U,40,36,no,no,NA,NA,uninfected,,adult
794,2022,6/20/22,Oglethorpe,dam,yes,J,U,55,NA,no,no,NA,NA,uninfected,,juvenile
795,2022,6/20/22,Oglethorpe,dia,no,NA,U,2,NA,no,no,NA,NA,uninfected,,check
796,2022,6/20/22,Oglethorpe,dpa,yes,A,L,1,0,no,no,NA,NA,larssonia,,adult
797,2022,6/20/22,Oglethorpe,dpa,yes,A,U,41,53,no,no,NA,NA,uninfected,,adult
798,2022,6/20/22,Oglethorpe,dpa,yes,J,U,24,NA,no,no,NA,NA,uninfected,,juvenile
799,2022,7/15/22,Oglethorpe,bos,no,NA,C,23,NA,yes,no,NA,NA,chytrid,,check
800,2022,7/15/22,Oglethorpe,bos,no,NA,U,83,NA,yes,no,NA,NA,uninfected,,check
801,2022,7/15/22,Oglethorpe,cer,no,NA,C,1,NA,yes,no,NA,NA,chytrid,,check
802,2022,7/15/22,Oglethorpe,cer,no,NA,U,273,NA,yes,no,NA,NA,uninfected,,check
803,2022,7/15/22,Oglethorpe,dam,yes,A,U,1,1,yes,no,NA,NA,uninfected,,adult
804,2022,7/15/22,Oglethorpe,dia,no,NA,U,9,NA,yes,no,NA,NA,uninfected,,check
962,2021,9/14/21,VIP,NA,NA,NA,NA,NA,NA,yes,no,NA,all cer,NA,,check
806,2022,7/15/22,Oglethorpe,dpa,yes,A,U,6,1,yes,no,NA,NA,uninfected,,adult
807,2022,7/15/22,Oglethorpe,dpa,yes,J,U,1,NA,yes,no,NA,NA,uninfected,,juvenile
808,2022,8/9/22,Oglethorpe,bos,no,NA,U,58,NA,yes,no,NA,NA,uninfected,,check
809,2022,8/9/22,Oglethorpe,cer,no,NA,U,280,NA,yes,no,NA,NA,uninfected,,check
